quantity,band,aqvar,node,roi,r,ci_lo,ci_hi,p,n,q4,level
auc_degree,theta,switching,16,7Networks_LH_DorsAttn_Post_1,0.0277293703686061,-0.298981497616068,0.348621527801828,0.870586840459241,39,0.958218472760186,node
auc_degree,theta,detail,16,7Networks_LH_DorsAttn_Post_1,-0.0824477194458648,-0.395895849507548,0.248207689975987,0.627588264198967,39,0.898026991019514,node
auc_degree,theta,communication,16,7Networks_LH_DorsAttn_Post_1,-0.134440570929872,-0.439327105750362,0.198218763521103,0.427595242078547,39,0.818799399724878,node
auc_degree,theta,imagination,16,7Networks_LH_DorsAttn_Post_1,-0.272351167335438,-0.548014274018337,0.0566748183431053,0.102936387763494,39,0.712040772805657,node
auc_degree,theta,total,17,7Networks_LH_DorsAttn_Post_2,0.319163056160392,-0.00542221123891862,0.582905444630462,0.0541725080745875,39,0.712040772805657,node
auc_degree,theta,social,17,7Networks_LH_DorsAttn_Post_2,0.49633939634334,0.205338706388921,0.706706966822061,0.0017815414690796,39,0.160338732217164,node
auc_degree,theta,switching,17,7Networks_LH_DorsAttn_Post_2,0.14034118870939,-0.192434076296959,0.444167636122042,0.407402103782384,39,0.818799399724878,node
auc_degree,theta,detail,17,7Networks_LH_DorsAttn_Post_2,-0.0773387988744823,-0.391551177121091,0.253026480979641,0.649131116019685,39,0.90373304565034,node
auc_degree,theta,communication,17,7Networks_LH_DorsAttn_Post_2,0.160272800249557,-0.172721550551745,0.460388289964739,0.343340655630335,39,0.818799399724878,node
auc_degree,theta,imagination,17,7Networks_LH_DorsAttn_Post_2,0.088070789194755,-0.242884962556289,0.400661591641199,0.604224044078917,39,0.898026991019514,node
auc_degree,theta,total,18,7Networks_LH_DorsAttn_Post_3,0.225509432509917,-0.106281110963315,0.512113518219819,0.179595623396774,39,0.73470936844135,node
auc_degree,theta,social,18,7Networks_LH_DorsAttn_Post_3,-0.0957487417711343,-0.407141714883892,0.235584782444729,0.572941528716877,39,0.893063830475118,node
auc_degree,theta,switching,18,7Networks_LH_DorsAttn_Post_3,0.406021033466507,0.0944182508717914,0.645166899418937,0.0126522461747974,39,0.569351077865882,node
auc_degree,theta,detail,18,7Networks_LH_DorsAttn_Post_3,0.0681039391920214,-0.261695506604581,0.383662056203459,0.688782967877581,39,0.925584517568283,node
auc_degree,theta,communication,18,7Networks_LH_DorsAttn_Post_3,0.187443207223396,-0.145413155006458,0.482181837405375,0.266602324995366,39,0.818799399724878,node
auc_degree,theta,imagination,18,7Networks_LH_DorsAttn_Post_3,0.0822017047131003,-0.248440109459405,0.395686957452299,0.62861889371366,39,0.898026991019514,node
auc_degree,theta,total,19,7Networks_LH_DorsAttn_Post_4,-0.0462436968998089,-0.36480199085597,0.28200643381134,0.785791019298443,39,0.958218472760186,node
auc_degree,theta,social,19,7Networks_LH_DorsAttn_Post_4,0.0479525517791016,-0.280429222566489,0.366285795834032,0.77807021126979,39,0.958218472760186,node
auc_degree,theta,switching,19,7Networks_LH_DorsAttn_Post_4,-0.147903537506756,-0.450345530836183,0.184986337122413,0.382334911427307,39,0.818799399724878,node
auc_degree,theta,detail,19,7Networks_LH_DorsAttn_Post_4,-0.0229356637760214,-0.344400695558637,0.303343217754233,0.892816372687789,39,0.958218472760186,node
auc_degree,theta,communication,19,7Networks_LH_DorsAttn_Post_4,0.0275483131066661,-0.299146487284793,0.348462344043029,0.871424779064701,39,0.958218472760186,node
auc_degree,theta,imagination,19,7Networks_LH_DorsAttn_Post_4,-0.0408429649669944,-0.360101853499731,0.28697947692511,0.810321670646443,39,0.958218472760186,node
auc_degree,theta,total,20,7Networks_LH_DorsAttn_Post_5,0.107705823544073,-0.224141069564926,0.4171713444785,0.525746367624911,39,0.885916923482329,node
auc_degree,theta,social,20,7Networks_LH_DorsAttn_Post_5,0.0203193238403475,-0.305718031639076,0.342091527636033,0.904984113162398,39,0.958218472760186,node
auc_degree,theta,switching,20,7Networks_LH_DorsAttn_Post_5,0.166369709631806,-0.166637904536824,0.465310342758251,0.325049451290333,39,0.818799399724878,node
auc_degree,theta,detail,20,7Networks_LH_DorsAttn_Post_5,0.054374656642076,-0.274485955557208,0.37184769588965,0.749246868673217,39,0.958218472760186,node
auc_degree,theta,communication,20,7Networks_LH_DorsAttn_Post_5,-0.00997494043753989,-0.332923410705277,0.315067918995745,0.953275453855538,39,0.986147021229867,node
auc_degree,theta,imagination,20,7Networks_LH_DorsAttn_Post_5,0.0680432884517467,-0.261752265829187,0.383610091027672,0.689046251967499,39,0.925584517568283,node
auc_degree,theta,total,21,7Networks_LH_DorsAttn_Post_6,0.260586953510979,-0.0692880081755923,0.539092367495077,0.11929595984861,39,0.712040772805657,node
auc_degree,theta,social,21,7Networks_LH_DorsAttn_Post_6,0.0990112338917957,-0.232471451365082,0.409885771319786,0.559875600620198,39,0.893063830475118,node
auc_degree,theta,switching,21,7Networks_LH_DorsAttn_Post_6,0.162914218553874,-0.170088993984042,0.462522982576268,0.335340393772766,39,0.818799399724878,node
auc_degree,theta,detail,21,7Networks_LH_DorsAttn_Post_6,0.141847304158581,-0.190953837461165,0.445400332427103,0.402336442953902,39,0.818799399724878,node
auc_degree,theta,communication,21,7Networks_LH_DorsAttn_Post_6,0.20950469922182,-0.122860140017138,0.499613150934638,0.213317674062453,39,0.767943626624829,node
auc_degree,theta,imagination,21,7Networks_LH_DorsAttn_Post_6,0.120502513994426,-0.21179157128324,0.427822380465115,0.477440370352225,39,0.885916923482329,node
auc_degree,theta,total,22,7Networks_LH_DorsAttn_PrCv_1,0.146952505672464,-0.185925062557016,0.449570194974401,0.38543661033429,39,0.818799399724878,node
auc_degree,theta,social,22,7Networks_LH_DorsAttn_PrCv_1,0.21602064227842,-0.11613270096217,0.504716999206226,0.199097434640017,39,0.767943626624829,node
auc_degree,theta,switching,22,7Networks_LH_DorsAttn_PrCv_1,0.169028748892758,-0.163976685980054,0.467451218831375,0.317265806738243,39,0.818799399724878,node
auc_degree,theta,detail,22,7Networks_LH_DorsAttn_PrCv_1,-0.273679006764625,-0.549017375199636,0.0552445270092725,0.101202814022306,39,0.712040772805657,node
auc_degree,theta,communication,22,7Networks_LH_DorsAttn_PrCv_1,0.26462971638909,-0.064965357152734,0.54216543884239,0.113467984353103,39,0.712040772805657,node
auc_degree,theta,imagination,22,7Networks_LH_DorsAttn_PrCv_1,-0.0055291103600632,-0.328964269165421,0.319067040169796,0.974090761909725,39,0.991406749815058,node
auc_degree,theta,total,23,7Networks_LH_DorsAttn_FEF_1,-0.0764999041294983,-0.39083643177976,0.25381617218524,0.652696088525246,39,0.90373304565034,node
auc_degree,theta,social,23,7Networks_LH_DorsAttn_FEF_1,-0.00212460090123245,-0.325924747321638,0.322121675444389,0.990042759858408,39,0.991406749815058,node
auc_degree,theta,switching,23,7Networks_LH_DorsAttn_FEF_1,-0.166989576011072,-0.46580972949254,0.166017963483134,0.323224421140451,39,0.818799399724878,node
auc_degree,theta,detail,23,7Networks_LH_DorsAttn_FEF_1,0.03647034152092,-0.290992925230423,0.356284545971649,0.830315103163664,39,0.958218472760186,node
auc_degree,theta,communication,23,7Networks_LH_DorsAttn_FEF_1,0.0399677335967356,-0.287783737539422,0.359338629874946,0.814314551546976,39,0.958218472760186,node
auc_degree,theta,imagination,23,7Networks_LH_DorsAttn_FEF_1,-0.144584081309472,-0.447637335305102,0.188260201321351,0.393224626408504,39,0.818799399724878,node
auc_degree,theta,total,24,7Networks_LH_SalVentAttn_ParOper_1,0.0955517472585216,-0.235772552914735,0.406975844195913,0.573734878202552,39,0.980987555666502,node
auc_degree,theta,social,24,7Networks_LH_SalVentAttn_ParOper_1,0.0418893034215326,-0.286017377059309,0.361013726271825,0.805554380823854,39,0.980987555666502,node
auc_degree,theta,switching,24,7Networks_LH_SalVentAttn_ParOper_1,0.0303739118486732,-0.296569412791684,0.350944474597894,0.858364111208189,39,0.980987555666502,node
auc_degree,theta,detail,24,7Networks_LH_SalVentAttn_ParOper_1,0.218853421520251,-0.113198438862064,0.506929599718246,0.193126758000231,39,0.980987555666502,node
auc_degree,theta,communication,24,7Networks_LH_SalVentAttn_ParOper_1,-0.0257131245962935,-0.346847819009086,0.300817713638027,0.879925726279732,39,0.985282518685077,node
